Assortment,Probability
"[0, 2, 13, 23, 16, 8]","[0.10757339994972016, 0.027747212218851493, 0.2222498963201211, 0.08579420709909222, 0.13818158352644677, 0.4184537008857684]"
"[0, 30]","[0.7116249158598886, 0.2883750841401116]"
"[0, 10, 18]","[0.1131443956375046, 0.6339742240883577, 0.25288138027413803]"
"[0, 18, 30, 11]","[0.2169750699960294, 0.4883244237767547, 0.008507368979933028, 0.28619313724728307]"
"[0, 29, 15, 18, 21]","[0.17764859301277025, 0.0031113482574880833, 0.40457212573520757, 0.3813494758171589, 0.03331845717737526]"
"[0, 8, 4, 24, 15, 29]","[0.09413283587679429, 0.4371099475917738, 0.041481714066531464, 0.10742019877768433, 0.3178847905501266, 0.0019705131370896687]"
"[0, 21]","[0.5760605629790763, 0.42393943702092396]"
"[0, 29, 8]","[0.2656810195007889, 0.018682218655239856, 0.7156367618439714]"
"[0, 27, 21, 9]","[0.1712926841372403, 0.002609367069612422, 0.07442295818731742, 0.75167499060583]"
"[0, 18, 4, 21, 29]","[0.22126892918386798, 0.6303035996299835, 0.10936862493320165, 0.028200379869517463, 0.010858466383429664]"
"[0, 2, 22, 7, 17, 11]","[0.13030081863601412, 0.030944530165633224, 0.06266944980807712, 0.3827348238351694, 0.20161468081125586, 0.19173569674385038]"
"[0, 5]","[0.49597170607353724, 0.5040282939264629]"
"[0, 29, 22]","[0.4773291165025999, 0.16955352767671122, 0.35311735582068904]"
"[0, 19, 21, 2]","[0.19062927082139705, 0.737346534884632, 0.018546286171586893, 0.053477908122384316]"
"[0, 13, 9, 29, 20]","[0.08757972356641602, 0.15394684797113023, 0.4183278586593598, 0.0018822529360837173, 0.33826331686701044]"
"[0, 27, 25, 2, 7, 19]","[0.09507516468442423, 0.0010482634696653429, 0.11927464998548096, 0.01457613421354567, 0.40414805305689155, 0.36587773458999234]"
"[0, 21]","[0.5760605629790763, 0.42393943702092396]"
"[0, 7, 4]","[0.23045807582311548, 0.6564012354469608, 0.11314068872992386]"
"[0, 20, 8, 12]","[0.09682723206427468, 0.37649357050774424, 0.3764646319938474, 0.1502145654341339]"
"[0, 29, 2, 21, 16]","[0.2830314641659933, 0.020153593123960412, 0.10603701738867868, 0.0547467759214461, 0.5360311493999217]"
"[0, 1, 6, 30, 16, 11]","[0.17213740946116557, 0.0401898479087823, 0.3649817485942625, 0.010945909673081684, 0.1967795239569057, 0.2149655604058025]"
"[0, 25]","[0.349485660879284, 0.6505143391207162]"
"[0, 12, 4]","[0.2970232361086046, 0.5793396792226734, 0.1236370846687222]"
"[0, 2, 8, 21]","[0.1873698315914908, 0.05534596713155146, 0.6894149343217457, 0.06786926695521217]"
"[0, 8, 14, 2, 22]","[0.1287855501479122, 0.45699679532857224, 0.3053491290767194, 0.03822653394358301, 0.07064199150321335]"
"[0, 14, 24, 28, 16, 10]","[0.06815464431307086, 0.19218672828799607, 0.10007071871226125, 0.0010392985833890128, 0.10037383420782048, 0.5381747758954625]"
"[0, 14]","[0.3550131820202494, 0.6449868179797509]"
"[0, 20, 21]","[0.15204222316960048, 0.8380881221430034, 0.009869654687396121]"
"[0, 22, 9, 28]","[0.15775607432236813, 0.0957209151972046, 0.7431379167336452, 0.003385093746782268]"
"[0, 27, 22, 11, 2]","[0.2824314846163479, 0.0077447705525687475, 0.08550625024823257, 0.5553539013204228, 0.06896359326242814]"
"[0, 10, 27, 5, 21, 17]","[0.09455534124673043, 0.6360337673321148, 0.0016979763445941717, 0.06425924014063997, 0.029351220136378274, 0.17410245479954256]"
"[0, 3]","[0.5770967690161186, 0.42290323098388155]"
"[0, 12, 6]","[0.24827066083112176, 0.33575215554304677, 0.4159771836258316]"
"[0, 6, 26, 16]","[0.2507516283692498, 0.42957859343604143, 0.00630543656945631, 0.3133643416252527]"
"[0, 30, 21, 1, 6]","[0.22584743539095872, 0.018498190224549634, 0.08588094894357548, 0.050657587616473536, 0.6191158378244428]"
"[0, 2, 30, 7, 25, 15]","[0.0862451410153721, 0.020793098304074952, 0.002484923041074142, 0.399133303080197, 0.14833603794144717, 0.3430074966178349]"
"[0, 26]","[0.7981992392461229, 0.20180076075387726]"
"[0, 19, 11]","[0.17644791106848517, 0.5680214295635877, 0.2555306593679272]"
"[0, 26, 7, 12]","[0.23506539045639277, 0.00262798220149614, 0.4553312562813042, 0.306975371060807]"
"[0, 29, 13, 21, 16]","[0.23117670457575573, 0.004728820590553946, 0.390432106778381, 0.05771355657400305, 0.3159488114813064]"
"[0, 7, 21, 14, 4, 17]","[0.12039585593579469, 0.36107566402511637, 0.030007522188987758, 0.25466945488901327, 0.05549715948543839, 0.1783543434756498]"
"[0, 20]","[0.15439399488770264, 0.8456060051122973]"
"[0, 15, 29]","[0.32726302409371516, 0.6623534405047024, 0.010383535401582674]"
"[0, 3, 13, 23]","[0.24612870829048827, 0.06682351735880135, 0.5799177744291245, 0.10712999992158605]"
"[0, 24, 14, 6, 27]","[0.11657206886970786, 0.1420589885983275, 0.3548806300592381, 0.38571379449235543, 0.0007745179803711583]"
"[0, 1, 15, 9, 30, 23]","[0.10094354423120883, 0.022907227853292914, 0.2961251430279339, 0.48990935791464113, 0.0033477012224512517, 0.08676702575047222]"
"[0, 10]","[0.15928294232269213, 0.840717057677308]"
"[0, 24, 2]","[0.35957012982157627, 0.43823251149056375, 0.20219735868786015]"
"[0, 29, 5, 17]","[0.25165405375700695, 0.017968462372414656, 0.16519160917139172, 0.5651858746991869]"
"[0, 3, 16, 12, 28]","[0.23614774333547606, 0.07845001910269334, 0.32743555315699624, 0.35315081231007334, 0.00481587209476121]"
"[0, 16, 26, 12, 2, 9]","[0.1340703245378141, 0.1402693816127658, 0.0017453801914366247, 0.18826606806944116, 0.04102155279956835, 0.49462729278897416]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 29, 3]","[0.5488198561806871, 0.12440267152527484, 0.3267774722940384]"
"[0, 26, 12, 24]","[0.25418401334585716, 0.003664394292714532, 0.5799536640893223, 0.1621979282721062]"
"[0, 5, 14, 9, 28]","[0.12476650783654608, 0.08576575539948222, 0.2768074406143538, 0.5096990969727804, 0.0029611991768375406]"
"[0, 17, 4, 15, 6, 30]","[0.12566447903001793, 0.186171181770149, 0.058601957429793836, 0.29280367122175593, 0.3305820103670106, 0.006176700181272869]"
"[0, 16]","[0.35380467873167504, 0.6461953212683251]"
"[0, 4, 20]","[0.14509994189730857, 0.06096242811428511, 0.7939376299884064]"
"[0, 2, 27, 18]","[0.24412936864261076, 0.0764014091687512, 0.00522546298254934, 0.6742437592060888]"
"[0, 14, 8, 28, 4]","[0.14800975192913896, 0.3097773285197744, 0.459542914249471, 0.003579020583879201, 0.07909098471773658]"
"[0, 11, 2, 10, 16, 25]","[0.06028302576472515, 0.12812813595339662, 0.016920806231980924, 0.5668095891643814, 0.10397266621885735, 0.12388577666665872]"
"[0, 10]","[0.15928294232269213, 0.840717057677308]"
"[0, 16, 3]","[0.30238451464339855, 0.5507018089324344, 0.14691367642416725]"
"[0, 30, 10, 21]","[0.12328690697932748, 0.0074707680451683, 0.811880752691305, 0.057361572284199344]"
"[0, 23, 6, 15, 4]","[0.11369411166133904, 0.08657410666582066, 0.373982150920501, 0.37306118184727227, 0.0526884489050672]"
"[0, 9, 19, 3, 15, 21]","[0.08985318500850589, 0.4148546030865262, 0.24036580609340052, 0.02239584673979582, 0.22014748832985984, 0.012383070741911929]"
"[0, 22]","[0.5171014660805294, 0.4828985339194708]"
"[0, 16, 30]","[0.3388854185797608, 0.6093028920316292, 0.05181168938861022]"
"[0, 16, 12, 4]","[0.23199017328031302, 0.3256414481604097, 0.35289422023967476, 0.08947415831960281]"
"[0, 9, 1, 12, 17]","[0.1316180842071395, 0.4849917158707861, 0.02703265157530915, 0.18188847348655607, 0.1744690748602093]"
"[0, 22, 1, 12, 17, 9]","[0.11024963805364307, 0.056035653384845605, 0.020969499615201986, 0.17588677981815137, 0.15771262816776402, 0.47914580096039416]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 14, 16]","[0.2571848277607486, 0.43376053571553247, 0.3090546365237191]"
"[0, 30, 24, 2]","[0.35108902304712897, 0.0968845864698187, 0.38221232563787066, 0.16981406484518183]"
"[0, 27, 20, 21, 8]","[0.10715049796519738, 0.0007546941516887529, 0.45884198653695246, 0.009387497328202866, 0.42386532401795873]"
"[0, 17, 27, 8, 24, 5]","[0.1123604048580936, 0.23313365463302038, 0.001481808285217458, 0.48355611054910197, 0.10197464268430627, 0.06749337899026053]"
"[0, 30]","[0.7116249158598886, 0.2883750841401116]"
"[0, 3, 22]","[0.4145841143767516, 0.29956968569562864, 0.28584619992761995]"
"[0, 29, 9, 23]","[0.1414333126892218, 0.004533685056658326, 0.7330587290631903, 0.12097427319092977]"
"[0, 19, 29, 2, 21]","[0.1894044869497198, 0.7318328164426682, 0.008273234592226767, 0.05256099725084026, 0.017928464764545234]"
"[0, 5, 11, 28, 8, 17]","[0.12916173624601696, 0.07938451930357249, 0.1771685727012387, 0.0036276331275203423, 0.424066433143273, 0.18659110547837868]"
"[0, 27]","[0.782895338188085, 0.21710466181191512]"
"[0, 4, 20]","[0.14509994189730857, 0.06096242811428511, 0.7939376299884064]"
"[0, 5, 19, 14]","[0.14527182790185836, 0.06162422159124143, 0.46137025181097274, 0.3317336986959276]"
"[0, 8, 24, 30, 12]","[0.11579721366596815, 0.47729262240960246, 0.1367545168054663, 0.0037703870955972914, 0.26638526002336604]"
"[0, 20, 7, 11, 5, 29]","[0.09382942130321768, 0.39030224315748596, 0.3409930645000959, 0.13748553502339594, 0.03541922287871509, 0.0019705131370896687]"
"[0, 29]","[0.7419953994050248, 0.25800460059497554]"
"[0, 21, 18]","[0.24380399299001623, 0.04323441612181568, 0.7129615908881684]"
"[0, 9, 17, 26]","[0.1647580401331859, 0.5754680426702581, 0.2569694145930482, 0.002804502603508043]"
"[0, 11, 7, 2, 19]","[0.12257711802489678, 0.15858684412659985, 0.36239640811082197, 0.02290567140307174, 0.33353395833460997]"
"[0, 22, 4, 26, 6, 20]","[0.10683571854186426, 0.016683061954286316, 0.02946629268265665, 0.0003332169753414007, 0.35304796266335925, 0.49363374718249226]"
"[0, 25]","[0.349485660879284, 0.6505143391207162]"
"[0, 13, 7]","[0.22946154123437085, 0.32643937297483827, 0.44409908579079105]"
"[0, 2, 17, 6]","[0.20413691464100653, 0.05009743027493346, 0.33543908145986884, 0.4103265736241912]"
"[0, 2, 20, 12, 29]","[0.12757810334899194, 0.020240994795266698, 0.6032250474111587, 0.2466797043503118, 0.0022761500942710218]"
"[0, 22, 9, 2, 29, 12]","[0.12158567758004069, 0.06615282157800258, 0.5439314561701138, 0.03670661717524375, 0.0027893513014568072, 0.22883407619514257]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 10, 18]","[0.1131443956375046, 0.6339742240883577, 0.25288138027413803]"
"[0, 29, 21, 7]","[0.23370443155210904, 0.013297329973318449, 0.09468868036128233, 0.6583095581132903]"
"[0, 20, 10, 3, 15]","[0.0673216132921022, 0.27886548430668334, 0.46242682705309773, 0.01423237626407712, 0.17715369908403986]"
"[0, 5, 17, 26, 14, 8]","[0.11868345810135429, 0.07375464359293873, 0.16708686818740867, 0.0007943418090535636, 0.23980766903342043, 0.3998730192758245]"
"[0, 18]","[0.2624907787499089, 0.7375092212500911]"
"[0, 20, 13]","[0.13047512186840238, 0.5933125867914433, 0.27621229134015446]"
"[0, 3, 17, 13]","[0.21251674388296493, 0.06607993699025118, 0.3583607277624476, 0.3630425913643365]"
"[0, 2, 10, 22, 14]","[0.09184642764162984, 0.02818732682224856, 0.5980137787005765, 0.053593299985933256, 0.22835916684961208]"
"[0, 1, 12, 23, 16, 6]","[0.12193547308220451, 0.02297338679741667, 0.2310712004249689, 0.09205039681113186, 0.174995425400694, 0.35697411748358426]"
"[0, 25]","[0.349485660879284, 0.6505143391207162]"
"[0, 10, 4]","[0.12732013127499428, 0.80471737079741, 0.06796249792759587]"
"[0, 8, 19, 14]","[0.11292494267217269, 0.37992527521941555, 0.2915883864458091, 0.21556139566260285]"
"[0, 18, 11, 8, 26]","[0.14729399132600451, 0.2660418486646816, 0.16795138699357345, 0.4173402574570101, 0.0013725155587304134]"
"[0, 23, 13, 8, 16, 3]","[0.10481647763420719, 0.0831434332024103, 0.22084738334963325, 0.4180941650096033, 0.13682850485061243, 0.03627003595353366]"
"[0, 12]","[0.38229898441852733, 0.6177010155814728]"
"[0, 15, 6]","[0.21198298110981778, 0.40745464316445434, 0.38056237572572804]"
"[0, 1, 15, 28]","[0.2895561436752411, 0.05985865760845112, 0.6447369066026823, 0.0058482921136256945]"
"[0, 7, 11, 26, 17]","[0.17464223272775264, 0.3870069837030479, 0.2008480533104121, 0.0018138165637601711, 0.23568891369502726]"
"[0, 30, 6, 15, 21, 19]","[0.10850751222992547, 0.0030584242641198225, 0.3112411129585058, 0.2568847654956698, 0.0165177854817017, 0.30379039957007775]"
"[0, 17]","[0.31320077927361195, 0.686799220726388]"
"[0, 30, 7]","[0.2940384123697693, 0.03215439861144281, 0.673807189018788]"
"[0, 29, 1, 25]","[0.31970620832447344, 0.06972861686437445, 0.13200961070031458, 0.4785555641108377]"
"[0, 1, 19, 23, 6]","[0.12860220790684868, 0.016783025581729505, 0.4178792704709974, 0.06137330129353541, 0.37536219474688926]"
"[0, 29, 25, 9, 2, 15]","[0.0749124403488124, 0.0011959951567185106, 0.13786258894619496, 0.4792646402409845, 0.018586984311722263, 0.2881773509955675]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 29, 6]","[0.32469992850429014, 0.02657861072146952, 0.6487214607742404]"
"[0, 17, 27, 13]","[0.2400989888607967, 0.3836938626182535, 0.0026490147269772326, 0.3735581337939728]"
"[0, 21, 6, 29, 5]","[0.1947356824228259, 0.06798294206915717, 0.6066279969670556, 0.009649368769730032, 0.12100400977123149]"
"[0, 12, 20, 30, 24, 7]","[0.08005805479481842, 0.15691276888656117, 0.36267431014433343, 0.0020191256807308095, 0.05892765734167557, 0.3394080831518808]"
"[0, 21]","[0.5760605629790763, 0.42393943702092396]"
"[0, 7, 5]","[0.21613380658331854, 0.6507080321894119, 0.13315816122726964]"
"[0, 12, 21, 27]","[0.31003995927638545, 0.6009415428154322, 0.08224228868456715, 0.006776209223615402]"
"[0, 24, 18, 26, 11]","[0.16414644014840912, 0.11112676752673545, 0.4420328570092545, 0.0005781737496768499, 0.2821157615659243]"
"[0, 10, 24, 27, 3, 14]","[0.0720888375299284, 0.581340189304426, 0.09495763645279509, 0.0005097373773533037, 0.02918830706144975, 0.22191529227404763]"
"[0, 18]","[0.2624907787499089, 0.7375092212500911]"
"[0, 8, 22]","[0.19442416666141113, 0.6959024938111735, 0.10967333952741565]"
"[0, 29, 11, 21]","[0.31714803474909903, 0.018749132692674017, 0.5808286412154862, 0.08327419134274089]"
"[0, 10, 20, 12, 4]","[0.06940293618725518, 0.49321478087662407, 0.2984852070633791, 0.11709805956923414, 0.021799016303507703]"
"[0, 11, 20, 3, 25, 28]","[0.10107993913011276, 0.2172080501981415, 0.5676554868024066, 0.02310512721136563, 0.08982262917678001, 0.001128767481193652]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 8, 14]","[0.20137501634837074, 0.47610920446277355, 0.3225157791888559]"
"[0, 7, 30, 19]","[0.14793311106820062, 0.40995462872040117, 0.0088094980798818, 0.43330276213151664]"
"[0, 20, 22, 13, 3]","[0.11933688031128106, 0.5667083543839123, 0.016434536419585373, 0.27089407535622656, 0.026626153528994848]"
"[0, 21, 17, 9, 28, 15]","[0.11034344596815421, 0.03869520547560792, 0.1493715685132218, 0.446920851607072, 0.0016372961617482679, 0.253031632274196]"
"[0, 29]","[0.7419953994050248, 0.25800460059497554]"
"[0, 27, 19]","[0.20578955351664013, 0.00490552234321139, 0.7893049241401486]"
"[0, 1, 28, 11]","[0.3350568746147435, 0.07853766312060488, 0.01477976771202723, 0.5716256945526246]"
"[0, 29, 18, 13, 1]","[0.19463498294574555, 0.004351663598202575, 0.43142863871843584, 0.33871640299237926, 0.030868311745237]"
"[0, 30, 22, 8, 13, 17]","[0.12046263324473144, 0.004294067078203143, 0.06655857210374208, 0.41234164915679633, 0.21879944962087106, 0.1775436287956561]"
"[0, 2]","[0.6171762553809882, 0.382823744619012]"
"[0, 30, 5]","[0.46931445913811665, 0.12326235172010576, 0.4074231891417778]"
"[0, 7, 27, 23]","[0.1978461799468254, 0.6439091141100051, 0.003401814822536241, 0.15484289112063332]"
"[0, 11, 17, 28, 1]","[0.23725843665957705, 0.30757193683645956, 0.40618056233030664, 0.004844685747038085, 0.04414437842661875]"
"[0, 25, 18, 4, 7, 15]","[0.06986029342252492, 0.11648764587010976, 0.18658953275885173, 0.026674222285863386, 0.342115202564714, 0.2582731030979364]"
"[0, 10]","[0.15928294232269213, 0.840717057677308]"
"[0, 12, 25]","[0.22868013332179726, 0.5627079849535213, 0.20861188172468162]"
"[0, 20, 10, 4]","[0.07530408095424734, 0.35363736469594104, 0.5471200793460346, 0.02393847500377717]"
"[0, 5, 18, 27, 25]","[0.16878744634586484, 0.10747213553423134, 0.581595479840219, 0.0027331448289016048, 0.13941179345078342]"
"[0, 28, 22, 2, 14, 6]","[0.13886391197038694, 0.0017255563627542195, 0.07533025358064424, 0.0404426068379095, 0.357065156567453, 0.3865725146808522]"
"[0, 15]","[0.33079306552456783, 0.6692069344754323]"
"[0, 9, 16]","[0.18044550053415315, 0.6010685820292769, 0.21848591743656998]"
"[0, 13, 5, 30]","[0.2742552323055227, 0.5774777482614917, 0.13303561073606981, 0.01523140869691601]"
"[0, 28, 6, 19, 2]","[0.14857538158235614, 0.003914654952817977, 0.37444528387534515, 0.44669916272142046, 0.026365516868060365]"
"[0, 15, 28, 19, 7, 24]","[0.08103987368265617, 0.24514418539906613, 0.0010194747547066074, 0.2511241276116199, 0.33613492390346994, 0.0855374146484814]"
"[0, 17]","[0.31320077927361195, 0.686799220726388]"
"[0, 26, 25]","[0.34591383823730254, 0.049712231693130285, 0.6043739300695674]"
"[0, 23, 5, 28]","[0.35088321486500357, 0.27926354601129544, 0.312087387272524, 0.057765851851177163]"
"[0, 23, 12, 18, 7]","[0.11159228397517287, 0.08273013690821915, 0.19794302502156044, 0.23950083317215856, 0.3682337209228892]"
"[0, 14, 27, 10, 25, 3]","[0.06112291314587436, 0.21932047354757814, 0.0004214771763473522, 0.5723012460808625, 0.1234023798143206, 0.023431510235017147]"
"[0, 20]","[0.15439399488770264, 0.8456060051122973]"
"[0, 16, 4]","[0.29240720047404245, 0.5406239192739303, 0.16696888025202747]"
"[0, 26, 16, 13]","[0.26752839554607255, 0.0018534642211249818, 0.3321915090959927, 0.39842663113681004]"
"[0, 11, 25, 5, 29]","[0.2182742549780788, 0.49545568342207325, 0.1813352021465481, 0.09451484672635652, 0.010420012726943487]"
"[0, 19, 15, 10, 30, 3]","[0.0778090747888131, 0.21665862176629283, 0.19386381383149956, 0.4869733863820008, 0.0031423921054806133, 0.021552711125913303]"
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 21, 9]","[0.1719789419166055, 0.07530556019737693, 0.7527154978860178]"
"[0, 18, 28, 1]","[0.24799060499474518, 0.680461280425106, 0.008189104490302395, 0.06335901008984664]"
"[0, 18, 7, 3, 22]","[0.14844635371094544, 0.336253791189649, 0.42268380135036354, 0.039234107351454654, 0.05338194639758757]"
"[0, 11, 30, 23, 8, 3]","[0.12370840599583668, 0.24209089353292917, 0.004584552733333261, 0.09443520028835709, 0.4896923310618884, 0.0454886163876555]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 3, 13]","[0.29681009442236306, 0.10271118390016723, 0.6004787216774699]"
"[0, 30, 7, 16]","[0.2288513909633445, 0.023690176100748313, 0.4654469885028212, 0.2820114444330861]"
"[0, 12, 23, 18, 28]","[0.17151570962756096, 0.3120428416686376, 0.08383977074009664, 0.4304336118991223, 0.0021680660645826645]"
"[0, 29, 10, 22, 20, 11]","[0.07183657004870901, 0.0011959951567185106, 0.5038033842579045, 0.015444154216168713, 0.3074143203872002, 0.10030557593329928]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 29, 16]","[0.3428800385805788, 0.03363006271930252, 0.6234898987001188]"
"[0, 13, 7, 19]","[0.12235017381772176, 0.20176924986117445, 0.35384274844586977, 0.3220378278752342]"
